"","LC","T_MAPCODE","NMB","n","km2"
"881","6","FFl3","0",0,0
"882","7","FFl3","0",0,0
"883","1","FFq1","0",0,0
"884","2","FFq1","0",0,0
"885","3","FFq1","0",0,0
"886","4","FFq1","0",0,0
"887","5","FFq1","0",0,0
"888","6","FFq1","0",0,0
"889","7","FFq1","0",0,0
"890","1","FFq2","0",0,0
"891","2","FFq2","0",0,0
"892","3","FFq2","0",0,0
"893","4","FFq2","0",0,0
"894","5","FFq2","0",0,0
"895","6","FFq2","0",0,0
"896","7","FFq2","0",0,0
"897","1","FFq3","0",0,0
"898","2","FFq3","0",0,0
"899","3","FFq3","0",0,0
"900","4","FFq3","0",0,0
"901","5","FFq3","0",0,0
"902","6","FFq3","0",0,0
"903","7","FFq3","0",0,0
"904","1","FFq4","0",0,0
"905","2","FFq4","0",0,0
"906","3","FFq4","0",0,0
"907","4","FFq4","0",0,0
"908","5","FFq4","0",0,0
"909","6","FFq4","0",0,0
"910","7","FFq4","0",0,0
"911","1","FFq5","0",0,0
"912","2","FFq5","0",0,0
"913","3","FFq5","0",0,0
"914","4","FFq5","0",0,0
"915","5","FFq5","0",0,0
"916","6","FFq5","0",0,0
"917","7","FFq5","0",0,0
"918","1","FFq6","0",0,0
"919","2","FFq6","0",0,0
"920","3","FFq6","0",0,0
"921","4","FFq6","0",0,0
"922","5","FFq6","0",0,0
"923","6","FFq6","0",0,0
"924","7","FFq6","0",0,0
"925","1","FFs1","0",0,0
"926","2","FFs1","0",0,0
"927","3","FFs1","0",0,0
"928","4","FFs1","0",0,0
"929","5","FFs1","0",0,0
"930","6","FFs1","0",0,0
"931","7","FFs1","0",0,0
"932","1","FFs10","0",0,0
"933","2","FFs10","0",0,0
"934","3","FFs10","0",0,0
"935","4","FFs10","0",0,0
"936","5","FFs10","0",0,0
"937","6","FFs10","0",0,0
"938","7","FFs10","0",0,0
"939","1","FFs11","0",0,0
"940","2","FFs11","0",0,0
"941","3","FFs11","0",0,0
"942","4","FFs11","0",0,0
"943","5","FFs11","0",0,0
"944","6","FFs11","0",0,0
"945","7","FFs11","0",0,0
"946","1","FFs12","0",0,0
"947","2","FFs12","0",0,0
"948","3","FFs12","0",0,0
"949","4","FFs12","0",0,0
"950","5","FFs12","0",0,0
"951","6","FFs12","0",0,0
"952","7","FFs12","0",0,0
"953","1","FFs13","0",0,0
"954","2","FFs13","0",0,0
"955","3","FFs13","0",0,0
"956","4","FFs13","0",0,0
"957","5","FFs13","0",0,0
"958","6","FFs13","0",0,0
"959","7","FFs13","0",0,0
"960","1","FFs14","0",0,0
"961","2","FFs14","0",0,0
"962","3","FFs14","0",0,0
"963","4","FFs14","0",0,0
"964","5","FFs14","0",0,0
"965","6","FFs14","0",0,0
"966","7","FFs14","0",0,0
"967","1","FFs15","0",0,0
"968","2","FFs15","0",0,0
"969","3","FFs15","0",0,0
"970","4","FFs15","0",0,0
"971","5","FFs15","0",0,0
"972","6","FFs15","0",0,0
"973","7","FFs15","0",0,0
"974","1","FFs16","0",0,0
"975","2","FFs16","0",0,0
"976","3","FFs16","0",0,0
"977","4","FFs16","0",0,0
"978","5","FFs16","0",0,0
"979","6","FFs16","0",0,0
"980","7","FFs16","0",0,0
"981","1","FFs17","0",0,0
"982","2","FFs17","0",0,0
"983","3","FFs17","0",0,0
"984","4","FFs17","0",0,0
"985","5","FFs17","0",0,0
"986","6","FFs17","0",0,0
"987","7","FFs17","0",0,0
"988","1","FFs18","0",0,0
"989","2","FFs18","0",0,0
"990","3","FFs18","0",0,0
"991","4","FFs18","0",0,0
"992","5","FFs18","0",0,0
"993","6","FFs18","0",0,0
"994","7","FFs18","0",0,0
"995","1","FFs19","0",0,0
"996","2","FFs19","0",0,0
"997","3","FFs19","0",0,0
"998","4","FFs19","0",0,0
"999","5","FFs19","0",0,0
"1000","6","FFs19","0",0,0
"1001","7","FFs19","0",0,0
"1002","1","FFs2","0",0,0
"1003","2","FFs2","0",0,0
"1004","3","FFs2","0",0,0
"1005","4","FFs2","0",0,0
"1006","5","FFs2","0",0,0
"1007","6","FFs2","0",0,0
"1008","7","FFs2","0",0,0
"1009","1","FFs20","0",0,0
"1010","2","FFs20","0",0,0
"1011","3","FFs20","0",0,0
"1012","4","FFs20","0",0,0
"1013","5","FFs20","0",0,0
"1014","6","FFs20","0",0,0
"1015","7","FFs20","0",0,0
"1016","1","FFs21","0",0,0
"1017","2","FFs21","0",0,0
"1018","3","FFs21","0",0,0
"1019","4","FFs21","0",0,0
"1020","5","FFs21","0",0,0
"1021","6","FFs21","0",0,0
"1022","7","FFs21","0",0,0
"1023","1","FFs22","0",0,0
"1024","2","FFs22","0",0,0
"1025","3","FFs22","0",0,0
"1026","4","FFs22","0",0,0
"1027","5","FFs22","0",0,0
"1028","6","FFs22","0",0,0
"1029","7","FFs22","0",0,0
"1030","1","FFs23","0",0,0
"1031","2","FFs23","0",0,0
"1032","3","FFs23","0",0,0
"1033","4","FFs23","0",0,0
"1034","5","FFs23","0",0,0
"1035","6","FFs23","0",0,0
"1036","7","FFs23","0",0,0
"1037","1","FFs24","0",0,0
"1038","2","FFs24","0",0,0
"1039","3","FFs24","0",0,0
"1040","4","FFs24","0",0,0
"1041","5","FFs24","0",0,0
"1042","6","FFs24","0",0,0
"1043","7","FFs24","0",0,0
"1044","1","FFs25","0",0,0
"1045","2","FFs25","0",0,0
"1046","3","FFs25","0",0,0
"1047","4","FFs25","0",0,0
"1048","5","FFs25","0",0,0
"1049","6","FFs25","0",0,0
"1050","7","FFs25","0",0,0
"1051","1","FFs26","0",0,0
"1052","2","FFs26","0",0,0
"1053","3","FFs26","0",0,0
"1054","4","FFs26","0",0,0
"1055","5","FFs26","0",0,0
"1056","6","FFs26","0",0,0
"1057","7","FFs26","0",0,0
"1058","1","FFs27","0",42308,16.9232
"1059","2","FFs27","0",987,0.3948
"1060","3","FFs27","0",0,0
"1061","4","FFs27","0",119,0.0476
"1062","5","FFs27","0",13,0.0052
"1063","6","FFs27","0",0,0
"1064","7","FFs27","0",706,0.2824
"1065","1","FFs28","0",210306,84.1224
"1066","2","FFs28","0",2089,0.8356
"1067","3","FFs28","0",3,0.0012
"1068","4","FFs28","0",1974,0.7896
"1069","5","FFs28","0",379,0.1516
"1070","6","FFs28","0",0,0
"1071","7","FFs28","0",1685,0.674
"1072","1","FFs29","0",200852,80.3408
"1073","2","FFs29","0",13039,5.2156
"1074","3","FFs29","0",155,0.062
"1075","4","FFs29","0",24901,9.9604
"1076","5","FFs29","0",2364,0.9456
"1077","6","FFs29","0",294,0.1176
"1078","7","FFs29","0",1427,0.5708
"1079","1","FFs3","0",0,0
"1080","2","FFs3","0",0,0
"1081","3","FFs3","0",0,0
"1082","4","FFs3","0",0,0
"1083","5","FFs3","0",0,0
"1084","6","FFs3","0",0,0
"1085","7","FFs3","0",0,0
"1086","1","FFs30","0",0,0
"1087","2","FFs30","0",0,0
"1088","3","FFs30","0",0,0
"1089","4","FFs30","0",0,0
"1090","5","FFs30","0",0,0
"1091","6","FFs30","0",0,0
"1092","7","FFs30","0",0,0
"1093","1","FFs31","0",0,0
"1094","2","FFs31","0",0,0
"1095","3","FFs31","0",0,0
"1096","4","FFs31","0",0,0
"1097","5","FFs31","0",0,0
"1098","6","FFs31","0",0,0
"1099","7","FFs31","0",0,0
"1100","1","FFs32","0",0,0
"1101","2","FFs32","0",0,0
"1102","3","FFs32","0",0,0
"1103","4","FFs32","0",0,0
"1104","5","FFs32","0",0,0
"1105","6","FFs32","0",0,0
"1106","7","FFs32","0",0,0
"1107","1","FFs4","0",0,0
"1108","2","FFs4","0",0,0
"1109","3","FFs4","0",0,0
"1110","4","FFs4","0",0,0
"1111","5","FFs4","0",0,0
"1112","6","FFs4","0",0,0
"1113","7","FFs4","0",0,0
"1114","1","FFs5","0",0,0
"1115","2","FFs5","0",0,0
"1116","3","FFs5","0",0,0
"1117","4","FFs5","0",0,0
"1118","5","FFs5","0",0,0
"1119","6","FFs5","0",0,0
"1120","7","FFs5","0",0,0
"1121","1","FFs6","0",0,0
"1122","2","FFs6","0",0,0
"1123","3","FFs6","0",0,0
"1124","4","FFs6","0",0,0
"1125","5","FFs6","0",0,0
"1126","6","FFs6","0",0,0
"1127","7","FFs6","0",0,0
"1128","1","FFs7","0",0,0
"1129","2","FFs7","0",0,0
"1130","3","FFs7","0",0,0
"1131","4","FFs7","0",0,0
"1132","5","FFs7","0",0,0
"1133","6","FFs7","0",0,0
"1134","7","FFs7","0",0,0
"1135","1","FFs8","0",0,0
"1136","2","FFs8","0",0,0
"1137","3","FFs8","0",0,0
"1138","4","FFs8","0",0,0
"1139","5","FFs8","0",0,0
"1140","6","FFs8","0",0,0
"1141","7","FFs8","0",0,0
"1142","1","FFs9","0",0,0
"1143","2","FFs9","0",0,0
"1144","3","FFs9","0",0,0
"1145","4","FFs9","0",0,0
"1146","5","FFs9","0",0,0
"1147","6","FFs9","0",0,0
"1148","7","FFs9","0",0,0
"1149","1","FFt1","0",0,0
"1150","2","FFt1","0",0,0
"1151","3","FFt1","0",0,0
"1152","4","FFt1","0",0,0
"1153","5","FFt1","0",0,0
"1154","6","FFt1","0",0,0
"1155","7","FFt1","0",0,0
"1156","1","FFt2","0",4572,1.8288
"1157","2","FFt2","0",0,0
"1158","3","FFt2","0",0,0
"1159","4","FFt2","0",0,0
"1160","5","FFt2","0",0,0
"1161","6","FFt2","0",0,0
"1162","7","FFt2","0",0,0
"1163","1","FOa1","0",0,0
"1164","2","FOa1","0",0,0
"1165","3","FOa1","0",0,0
"1166","4","FOa1","0",0,0
"1167","5","FOa1","0",0,0
"1168","6","FOa1","0",0,0
"1169","7","FOa1","0",0,0
"1170","1","FOa2","0",0,0
"1171","2","FOa2","0",0,0
"1172","3","FOa2","0",0,0
"1173","4","FOa2","0",0,0
"1174","5","FOa2","0",0,0
"1175","6","FOa2","0",0,0
"1176","7","FOa2","0",0,0
"1177","1","FOa3","0",0,0
"1178","2","FOa3","0",0,0
"1179","3","FOa3","0",0,0
"1180","4","FOa3","0",0,0
"1181","5","FOa3","0",0,0
"1182","6","FOa3","0",0,0
"1183","7","FOa3","0",0,0
"1184","1","FOz1","0",1429,0.5716
"1185","2","FOz1","0",0,0
"1186","3","FOz1","0",0,0
"1187","4","FOz1","0",0,0
"1188","5","FOz1","0",0,0
"1189","6","FOz1","0",0,0
"1190","7","FOz1","0",0,0
"1191","1","FOz2","0",0,0
"1192","2","FOz2","0",0,0
"1193","3","FOz2","0",0,0
"1194","4","FOz2","0",0,0
"1195","5","FOz2","0",0,0
"1196","6","FOz2","0",0,0
"1197","7","FOz2","0",0,0
"1198","1","FOz3","0",0,0
"1199","2","FOz3","0",0,0
"1200","3","FOz3","0",0,0
"1201","4","FOz3","0",0,0
"1202","5","FOz3","0",0,0
"1203","6","FOz3","0",0,0
"1204","7","FOz3","0",0,0
"1205","1","FOz4","0",0,0
"1206","2","FOz4","0",0,0
"1207","3","FOz4","0",0,0
"1208","4","FOz4","0",0,0
"1209","5","FOz4","0",0,0
"1210","6","FOz4","0",0,0
"1211","7","FOz4","0",0,0
"1212","1","FOz5","0",0,0
"1213","2","FOz5","0",0,0
"1214","3","FOz5","0",0,0
"1215","4","FOz5","0",0,0
"1216","5","FOz5","0",0,0
"1217","6","FOz5","0",0,0
"1218","7","FOz5","0",0,0
"1219","1","FOz6","0",0,0
"1220","2","FOz6","0",0,0
"1221","3","FOz6","0",0,0
"1222","4","FOz6","0",0,0
"1223","5","FOz6","0",0,0
"1224","6","FOz6","0",0,0
"1225","7","FOz6","0",0,0
"1226","1","FOz7","0",0,0
"1227","2","FOz7","0",0,0
"1228","3","FOz7","0",0,0
"1229","4","FOz7","0",0,0
"1230","5","FOz7","0",0,0
"1231","6","FOz7","0",0,0
"1232","7","FOz7","0",0,0
"1233","1","FOz8","0",0,0
"1234","2","FOz8","0",0,0
"1235","3","FOz8","0",0,0
"1236","4","FOz8","0",0,0
"1237","5","FOz8","0",0,0
"1238","6","FOz8","0",0,0
"1239","7","FOz8","0",0,0
"1240","1","FOz9","0",0,0
"1241","2","FOz9","0",0,0
"1242","3","FOz9","0",0,0
"1243","4","FOz9","0",0,0
"1244","5","FOz9","0",0,0
"1245","6","FOz9","0",0,0
"1246","7","FOz9","0",0,0
"1247","1","FRa1","0",0,0
"1248","2","FRa1","0",0,0
"1249","3","FRa1","0",0,0
"1250","4","FRa1","0",0,0
"1251","5","FRa1","0",0,0
"1252","6","FRa1","0",0,0
"1253","7","FRa1","0",0,0
"1254","1","FRa2","0",0,0
"1255","2","FRa2","0",0,0
"1256","3","FRa2","0",0,0
"1257","4","FRa2","0",0,0
"1258","5","FRa2","0",0,0
"1259","6","FRa2","0",0,0
"1260","7","FRa2","0",0,0
"1261","1","FRc1","0",0,0
"1262","2","FRc1","0",0,0
"1263","3","FRc1","0",0,0
"1264","4","FRc1","0",0,0
"1265","5","FRc1","0",0,0
"1266","6","FRc1","0",0,0
"1267","7","FRc1","0",0,0
"1268","1","FRc2","0",0,0
"1269","2","FRc2","0",0,0
"1270","3","FRc2","0",0,0
"1271","4","FRc2","0",0,0
"1272","5","FRc2","0",0,0
"1273","6","FRc2","0",0,0
"1274","7","FRc2","0",0,0
"1275","1","FRd1","0",0,0
"1276","2","FRd1","0",0,0
"1277","3","FRd1","0",0,0
"1278","4","FRd1","0",0,0
"1279","5","FRd1","0",0,0
"1280","6","FRd1","0",0,0
"1281","7","FRd1","0",0,0
"1282","1","FRd2","0",0,0
"1283","2","FRd2","0",0,0
"1284","3","FRd2","0",0,0
"1285","4","FRd2","0",0,0
"1286","5","FRd2","0",0,0
"1287","6","FRd2","0",0,0
"1288","7","FRd2","0",0,0
"1289","1","FRg1","0",0,0
"1290","2","FRg1","0",0,0
"1291","3","FRg1","0",0,0
"1292","4","FRg1","0",0,0
"1293","5","FRg1","0",0,0
"1294","6","FRg1","0",0,0
"1295","7","FRg1","0",0,0
"1296","1","FRg2","0",0,0
"1297","2","FRg2","0",0,0
"1298","3","FRg2","0",0,0
"1299","4","FRg2","0",0,0
"1300","5","FRg2","0",0,0
"1301","6","FRg2","0",0,0
"1302","7","FRg2","0",0,0
"1303","1","FRg3","0",0,0
"1304","2","FRg3","0",0,0
"1305","3","FRg3","0",0,0
"1306","4","FRg3","0",0,0
"1307","5","FRg3","0",0,0
"1308","6","FRg3","0",0,0
"1309","7","FRg3","0",0,0
"1310","1","FRl1","0",0,0
"1311","2","FRl1","0",0,0
"1312","3","FRl1","0",0,0
"1313","4","FRl1","0",0,0
"1314","5","FRl1","0",0,0
"1315","6","FRl1","0",0,0
"1316","7","FRl1","0",0,0
"1317","1","FRs1","0",0,0
"1318","2","FRs1","0",0,0
"1319","3","FRs1","0",0,0
"1320","4","FRs1","0",0,0
"1321","5","FRs1","0",0,0
"1322","6","FRs1","0",0,0
"1323","7","FRs1","0",0,0
"1324","1","FRs10","0",0,0
"1325","2","FRs10","0",0,0
"1326","3","FRs10","0",0,0
"1327","4","FRs10","0",0,0
"1328","5","FRs10","0",0,0
"1329","6","FRs10","0",0,0
"1330","7","FRs10","0",0,0
"1331","1","FRs11","0",0,0
"1332","2","FRs11","0",0,0
"1333","3","FRs11","0",0,0
"1334","4","FRs11","0",0,0
"1335","5","FRs11","0",0,0
"1336","6","FRs11","0",0,0
"1337","7","FRs11","0",0,0
"1338","1","FRs12","0",0,0
"1339","2","FRs12","0",0,0
"1340","3","FRs12","0",0,0
"1341","4","FRs12","0",0,0
"1342","5","FRs12","0",0,0
"1343","6","FRs12","0",0,0
"1344","7","FRs12","0",0,0
"1345","1","FRs13","0",0,0
"1346","2","FRs13","0",0,0
"1347","3","FRs13","0",0,0
"1348","4","FRs13","0",0,0
"1349","5","FRs13","0",0,0
"1350","6","FRs13","0",0,0
"1351","7","FRs13","0",0,0
"1352","1","FRs14","0",0,0
"1353","2","FRs14","0",0,0
"1354","3","FRs14","0",0,0
"1355","4","FRs14","0",0,0
"1356","5","FRs14","0",0,0
"1357","6","FRs14","0",0,0
"1358","7","FRs14","0",0,0
"1359","1","FRs15","0",0,0
"1360","2","FRs15","0",0,0
"1361","3","FRs15","0",0,0
"1362","4","FRs15","0",0,0
"1363","5","FRs15","0",0,0
"1364","6","FRs15","0",0,0
"1365","7","FRs15","0",0,0
"1366","1","FRs16","0",0,0
"1367","2","FRs16","0",0,0
"1368","3","FRs16","0",0,0
"1369","4","FRs16","0",0,0
"1370","5","FRs16","0",0,0
"1371","6","FRs16","0",0,0
"1372","7","FRs16","0",0,0
"1373","1","FRs17","0",0,0
"1374","2","FRs17","0",0,0
"1375","3","FRs17","0",0,0
"1376","4","FRs17","0",0,0
"1377","5","FRs17","0",0,0
"1378","6","FRs17","0",0,0
"1379","7","FRs17","0",0,0
"1380","1","FRs18","0",0,0
"1381","2","FRs18","0",0,0
"1382","3","FRs18","0",0,0
"1383","4","FRs18","0",0,0
"1384","5","FRs18","0",0,0
"1385","6","FRs18","0",0,0
"1386","7","FRs18","0",0,0
"1387","1","FRs19","0",34940,13.976
"1388","2","FRs19","0",4028,1.6112
"1389","3","FRs19","0",9,0.0036
"1390","4","FRs19","0",3620,1.448
"1391","5","FRs19","0",329,0.1316
"1392","6","FRs19","0",108,0.0432
"1393","7","FRs19","0",0,0
"1394","1","FRs2","0",0,0
"1395","2","FRs2","0",0,0
"1396","3","FRs2","0",0,0
"1397","4","FRs2","0",0,0
"1398","5","FRs2","0",0,0
"1399","6","FRs2","0",0,0
"1400","7","FRs2","0",0,0
"1401","1","FRs20","0",0,0
"1402","2","FRs20","0",0,0
"1403","3","FRs20","0",0,0
"1404","4","FRs20","0",0,0
"1405","5","FRs20","0",0,0
"1406","6","FRs20","0",0,0
"1407","7","FRs20","0",0,0
"1408","1","FRs3","0",0,0
"1409","2","FRs3","0",0,0
"1410","3","FRs3","0",0,0
"1411","4","FRs3","0",0,0
"1412","5","FRs3","0",0,0
"1413","6","FRs3","0",0,0
"1414","7","FRs3","0",0,0
"1415","1","FRs4","0",0,0
"1416","2","FRs4","0",0,0
"1417","3","FRs4","0",0,0
"1418","4","FRs4","0",0,0
"1419","5","FRs4","0",0,0
"1420","6","FRs4","0",0,0
"1421","7","FRs4","0",0,0
"1422","1","FRs5","0",0,0
"1423","2","FRs5","0",0,0
"1424","3","FRs5","0",0,0
"1425","4","FRs5","0",0,0
"1426","5","FRs5","0",0,0
"1427","6","FRs5","0",0,0
"1428","7","FRs5","0",0,0
"1429","1","FRs6","0",0,0
"1430","2","FRs6","0",0,0
"1431","3","FRs6","0",0,0
"1432","4","FRs6","0",0,0
"1433","5","FRs6","0",0,0
"1434","6","FRs6","0",0,0
"1435","7","FRs6","0",0,0
"1436","1","FRs7","0",0,0
"1437","2","FRs7","0",0,0
"1438","3","FRs7","0",0,0
"1439","4","FRs7","0",0,0
"1440","5","FRs7","0",0,0
"1441","6","FRs7","0",0,0
"1442","7","FRs7","0",0,0
"1443","1","FRs8","0",0,0
"1444","2","FRs8","0",0,0
"1445","3","FRs8","0",0,0
"1446","4","FRs8","0",0,0
"1447","5","FRs8","0",0,0
"1448","6","FRs8","0",0,0
"1449","7","FRs8","0",0,0
"1450","1","FRs9","0",0,0
"1451","2","FRs9","0",0,0
"1452","3","FRs9","0",0,0
"1453","4","FRs9","0",0,0
"1454","5","FRs9","0",0,0
"1455","6","FRs9","0",0,0
"1456","7","FRs9","0",0,0
"1457","1","FS1","0",0,0
"1458","2","FS1","0",0,0
"1459","3","FS1","0",0,0
"1460","4","FS1","0",0,0
"1461","5","FS1","0",0,0
"1462","6","FS1","0",0,0
"1463","7","FS1","0",0,0
"1464","1","FS10","0",0,0
"1465","2","FS10","0",0,0
"1466","3","FS10","0",0,0
"1467","4","FS10","0",0,0
"1468","5","FS10","0",0,0
"1469","6","FS10","0",0,0
"1470","7","FS10","0",0,0
"1471","1","FS11","0",0,0
"1472","2","FS11","0",0,0
"1473","3","FS11","0",0,0
"1474","4","FS11","0",0,0
"1475","5","FS11","0",0,0
"1476","6","FS11","0",0,0
"1477","7","FS11","0",0,0
"1478","1","FS12","0",101584,40.6336
"1479","2","FS12","0",1953,0.7812
"1480","3","FS12","0",0,0
"1481","4","FS12","0",6104,2.4416
"1482","5","FS12","0",0,0
"1483","6","FS12","0",169,0.0676
"1484","7","FS12","0",174,0.0696
"1485","1","FS13","0",0,0
"1486","2","FS13","0",0,0
"1487","3","FS13","0",0,0
"1488","4","FS13","0",0,0
"1489","5","FS13","0",0,0
"1490","6","FS13","0",0,0
"1491","7","FS13","0",0,0
"1492","1","FS14","0",4185,1.674
"1493","2","FS14","0",48,0.0192
"1494","3","FS14","0",0,0
"1495","4","FS14","0",128,0.0512
"1496","5","FS14","0",0,0
"1497","6","FS14","0",6,0.0024
"1498","7","FS14","0",0,0
"1499","1","FS2","0",0,0
"1500","2","FS2","0",0,0
"1501","3","FS2","0",0,0
"1502","4","FS2","0",0,0
"1503","5","FS2","0",0,0
"1504","6","FS2","0",0,0
"1505","7","FS2","0",0,0
"1506","1","FS3","0",0,0
"1507","2","FS3","0",0,0
"1508","3","FS3","0",0,0
"1509","4","FS3","0",0,0
"1510","5","FS3","0",0,0
"1511","6","FS3","0",0,0
"1512","7","FS3","0",0,0
"1513","1","FS4","0",0,0
"1514","2","FS4","0",0,0
"1515","3","FS4","0",0,0
"1516","4","FS4","0",0,0
"1517","5","FS4","0",0,0
"1518","6","FS4","0",0,0
"1519","7","FS4","0",0,0
"1520","1","FS5","0",0,0
"1521","2","FS5","0",0,0
"1522","3","FS5","0",0,0
"1523","4","FS5","0",0,0
"1524","5","FS5","0",0,0
"1525","6","FS5","0",0,0
"1526","7","FS5","0",0,0
"1527","1","FS6","0",0,0
"1528","2","FS6","0",0,0
"1529","3","FS6","0",0,0
"1530","4","FS6","0",0,0
"1531","5","FS6","0",0,0
"1532","6","FS6","0",0,0
"1533","7","FS6","0",0,0
"1534","1","FS7","0",0,0
"1535","2","FS7","0",0,0
"1536","3","FS7","0",0,0
"1537","4","FS7","0",0,0
"1538","5","FS7","0",0,0
"1539","6","FS7","0",0,0
"1540","7","FS7","0",0,0
"1541","1","FS9","0",0,0
"1542","2","FS9","0",0,0
"1543","3","FS9","0",0,0
"1544","4","FS9","0",0,0
"1545","5","FS9","0",0,0
"1546","6","FS9","0",0,0
"1547","7","FS9","0",0,0
"1548","1","Gd1","0",0,0
"1549","2","Gd1","0",0,0
"1550","3","Gd1","0",0,0
"1551","4","Gd1","0",0,0
"1552","5","Gd1","0",0,0
"1553","6","Gd1","0",0,0
"1554","7","Gd1","0",0,0
"1555","1","Gd10","0",0,0
"1556","2","Gd10","0",0,0
"1557","3","Gd10","0",0,0
"1558","4","Gd10","0",0,0
"1559","5","Gd10","0",0,0
"1560","6","Gd10","0",0,0
"1561","7","Gd10","0",0,0
"1562","1","Gd2","0",0,0
"1563","2","Gd2","0",0,0
"1564","3","Gd2","0",0,0
"1565","4","Gd2","0",0,0
"1566","5","Gd2","0",0,0
"1567","6","Gd2","0",0,0
"1568","7","Gd2","0",0,0
"1569","1","Gd3","0",0,0
"1570","2","Gd3","0",0,0
"1571","3","Gd3","0",0,0
"1572","4","Gd3","0",0,0
"1573","5","Gd3","0",0,0
"1574","6","Gd3","0",0,0
"1575","7","Gd3","0",0,0
"1576","1","Gd4","0",0,0
"1577","2","Gd4","0",0,0
"1578","3","Gd4","0",0,0
"1579","4","Gd4","0",0,0
"1580","5","Gd4","0",0,0
"1581","6","Gd4","0",0,0
"1582","7","Gd4","0",0,0
"1583","1","Gd5","0",0,0
"1584","2","Gd5","0",0,0
"1585","3","Gd5","0",0,0
"1586","4","Gd5","0",0,0
"1587","5","Gd5","0",0,0
"1588","6","Gd5","0",0,0
"1589","7","Gd5","0",0,0
"1590","1","Gd6","0",0,0
"1591","2","Gd6","0",0,0
"1592","3","Gd6","0",0,0
"1593","4","Gd6","0",0,0
"1594","5","Gd6","0",0,0
"1595","6","Gd6","0",0,0
"1596","7","Gd6","0",0,0
"1597","1","Gd7","0",0,0
"1598","2","Gd7","0",0,0
"1599","3","Gd7","0",0,0
"1600","4","Gd7","0",0,0
"1601","5","Gd7","0",0,0
"1602","6","Gd7","0",0,0
"1603","7","Gd7","0",0,0
"1604","1","Gd8","0",0,0
"1605","2","Gd8","0",0,0
"1606","3","Gd8","0",0,0
"1607","4","Gd8","0",0,0
"1608","5","Gd8","0",0,0
"1609","6","Gd8","0",0,0
"1610","7","Gd8","0",0,0
"1611","1","Gd9","0",0,0
"1612","2","Gd9","0",0,0
"1613","3","Gd9","0",0,0
"1614","4","Gd9","0",0,0
"1615","5","Gd9","0",0,0
"1616","6","Gd9","0",0,0
"1617","7","Gd9","0",0,0
"1618","1","Gh1","0",0,0
"1619","2","Gh1","0",0,0
"1620","3","Gh1","0",0,0
"1621","4","Gh1","0",0,0
"1622","5","Gh1","0",0,0
"1623","6","Gh1","0",0,0
"1624","7","Gh1","0",0,0
"1625","1","Gh10","0",0,0
"1626","2","Gh10","0",0,0
"1627","3","Gh10","0",0,0
"1628","4","Gh10","0",0,0
"1629","5","Gh10","0",0,0
"1630","6","Gh10","0",0,0
"1631","7","Gh10","0",0,0
"1632","1","Gh11","0",0,0
"1633","2","Gh11","0",0,0
"1634","3","Gh11","0",0,0
"1635","4","Gh11","0",0,0
"1636","5","Gh11","0",0,0
"1637","6","Gh11","0",0,0
"1638","7","Gh11","0",0,0
"1639","1","Gh12","0",0,0
"1640","2","Gh12","0",0,0
"1641","3","Gh12","0",0,0
"1642","4","Gh12","0",0,0
"1643","5","Gh12","0",0,0
"1644","6","Gh12","0",0,0
"1645","7","Gh12","0",0,0
"1646","1","Gh13","0",0,0
"1647","2","Gh13","0",0,0
"1648","3","Gh13","0",0,0
"1649","4","Gh13","0",0,0
"1650","5","Gh13","0",0,0
"1651","6","Gh13","0",0,0
"1652","7","Gh13","0",0,0
"1653","1","Gh14","0",0,0
"1654","2","Gh14","0",0,0
"1655","3","Gh14","0",0,0
"1656","4","Gh14","0",0,0
"1657","5","Gh14","0",0,0
"1658","6","Gh14","0",0,0
"1659","7","Gh14","0",0,0
"1660","1","Gh15","0",0,0
"1661","2","Gh15","0",0,0
"1662","3","Gh15","0",0,0
"1663","4","Gh15","0",0,0
"1664","5","Gh15","0",0,0
"1665","6","Gh15","0",0,0
"1666","7","Gh15","0",0,0
"1667","1","Gh2","0",0,0
"1668","2","Gh2","0",0,0
"1669","3","Gh2","0",0,0
"1670","4","Gh2","0",0,0
"1671","5","Gh2","0",0,0
"1672","6","Gh2","0",0,0
"1673","7","Gh2","0",0,0
"1674","1","Gh3","0",0,0
"1675","2","Gh3","0",0,0
"1676","3","Gh3","0",0,0
"1677","4","Gh3","0",0,0
"1678","5","Gh3","0",0,0
"1679","6","Gh3","0",0,0
"1680","7","Gh3","0",0,0
"1681","1","Gh4","0",0,0
"1682","2","Gh4","0",0,0
"1683","3","Gh4","0",0,0
"1684","4","Gh4","0",0,0
"1685","5","Gh4","0",0,0
"1686","6","Gh4","0",0,0
"1687","7","Gh4","0",0,0
"1688","1","Gh5","0",0,0
"1689","2","Gh5","0",0,0
"1690","3","Gh5","0",0,0
"1691","4","Gh5","0",0,0
"1692","5","Gh5","0",0,0
"1693","6","Gh5","0",0,0
"1694","7","Gh5","0",0,0
"1695","1","Gh6","0",0,0
"1696","2","Gh6","0",0,0
"1697","3","Gh6","0",0,0
"1698","4","Gh6","0",0,0
"1699","5","Gh6","0",0,0
"1700","6","Gh6","0",0,0
"1701","7","Gh6","0",0,0
"1702","1","Gh7","0",0,0
"1703","2","Gh7","0",0,0
"1704","3","Gh7","0",0,0
"1705","4","Gh7","0",0,0
"1706","5","Gh7","0",0,0
"1707","6","Gh7","0",0,0
