"","1","2","3","4","5","6","7"
"1",946063.4644,11355.47,926.6872,7958.978,13675.9756,858.9992,5212.168
"2",9.6392,30163.882,81.7848,1065.3152,3853.616,100.0644,799.1076
"3",6.3564,2035.4368,3417.4288,36.9224,74.9996,17.4968,39.1456
"4",1.3172,2117.7736,6.9208,24597.0616,451.7916,53.276,91.5296
"5",7.9236,18983.6176,118.9312,1072.4264,120556.5964,339.9608,465.4664
"6",2.3884,1527.6028,83.5396,36.0568,18.7512,1123.1888,32.8228
"7",0.3272,3331.1956,16.6912,444.9964,367.3208,41.4124,14933.3532
