"","nlc2022_7class","T_MAPCODE","PROVINCE","n"
"20579","6","FFs2","Mpumalanga",0
"20580","7","FFs2","Mpumalanga",0
"20581","1","FFs20","Mpumalanga",0
"20582","2","FFs20","Mpumalanga",0
"20583","3","FFs20","Mpumalanga",0
"20584","4","FFs20","Mpumalanga",0
"20585","5","FFs20","Mpumalanga",0
"20586","6","FFs20","Mpumalanga",0
"20587","7","FFs20","Mpumalanga",0
"20588","1","FFs21","Mpumalanga",0
"20589","2","FFs21","Mpumalanga",0
"20590","3","FFs21","Mpumalanga",0
"20591","4","FFs21","Mpumalanga",0
"20592","5","FFs21","Mpumalanga",0
"20593","6","FFs21","Mpumalanga",0
"20594","7","FFs21","Mpumalanga",0
"20595","1","FFs22","Mpumalanga",0
"20596","2","FFs22","Mpumalanga",0
"20597","3","FFs22","Mpumalanga",0
"20598","4","FFs22","Mpumalanga",0
"20599","5","FFs22","Mpumalanga",0
"20600","6","FFs22","Mpumalanga",0
"20601","7","FFs22","Mpumalanga",0
"20602","1","FFs23","Mpumalanga",0
"20603","2","FFs23","Mpumalanga",0
"20604","3","FFs23","Mpumalanga",0
"20605","4","FFs23","Mpumalanga",0
"20606","5","FFs23","Mpumalanga",0
"20607","6","FFs23","Mpumalanga",0
"20608","7","FFs23","Mpumalanga",0
"20609","1","FFs24","Mpumalanga",0
"20610","2","FFs24","Mpumalanga",0
"20611","3","FFs24","Mpumalanga",0
"20612","4","FFs24","Mpumalanga",0
"20613","5","FFs24","Mpumalanga",0
"20614","6","FFs24","Mpumalanga",0
"20615","7","FFs24","Mpumalanga",0
"20616","1","FFs25","Mpumalanga",0
"20617","2","FFs25","Mpumalanga",0
"20618","3","FFs25","Mpumalanga",0
"20619","4","FFs25","Mpumalanga",0
"20620","5","FFs25","Mpumalanga",0
"20621","6","FFs25","Mpumalanga",0
"20622","7","FFs25","Mpumalanga",0
"20623","1","FFs26","Mpumalanga",0
"20624","2","FFs26","Mpumalanga",0
"20625","3","FFs26","Mpumalanga",0
"20626","4","FFs26","Mpumalanga",0
"20627","5","FFs26","Mpumalanga",0
"20628","6","FFs26","Mpumalanga",0
"20629","7","FFs26","Mpumalanga",0
"20630","1","FFs27","Mpumalanga",0
"20631","2","FFs27","Mpumalanga",0
"20632","3","FFs27","Mpumalanga",0
"20633","4","FFs27","Mpumalanga",0
"20634","5","FFs27","Mpumalanga",0
"20635","6","FFs27","Mpumalanga",0
"20636","7","FFs27","Mpumalanga",0
"20637","1","FFs28","Mpumalanga",0
"20638","2","FFs28","Mpumalanga",0
"20639","3","FFs28","Mpumalanga",0
"20640","4","FFs28","Mpumalanga",0
"20641","5","FFs28","Mpumalanga",0
"20642","6","FFs28","Mpumalanga",0
"20643","7","FFs28","Mpumalanga",0
"20644","1","FFs29","Mpumalanga",0
"20645","2","FFs29","Mpumalanga",0
"20646","3","FFs29","Mpumalanga",0
"20647","4","FFs29","Mpumalanga",0
"20648","5","FFs29","Mpumalanga",0
"20649","6","FFs29","Mpumalanga",0
"20650","7","FFs29","Mpumalanga",0
"20651","1","FFs3","Mpumalanga",0
"20652","2","FFs3","Mpumalanga",0
"20653","3","FFs3","Mpumalanga",0
"20654","4","FFs3","Mpumalanga",0
"20655","5","FFs3","Mpumalanga",0
"20656","6","FFs3","Mpumalanga",0
"20657","7","FFs3","Mpumalanga",0
"20658","1","FFs30","Mpumalanga",0
"20659","2","FFs30","Mpumalanga",0
"20660","3","FFs30","Mpumalanga",0
"20661","4","FFs30","Mpumalanga",0
"20662","5","FFs30","Mpumalanga",0
"20663","6","FFs30","Mpumalanga",0
"20664","7","FFs30","Mpumalanga",0
"20665","1","FFs31","Mpumalanga",0
"20666","2","FFs31","Mpumalanga",0
"20667","3","FFs31","Mpumalanga",0
"20668","4","FFs31","Mpumalanga",0
"20669","5","FFs31","Mpumalanga",0
"20670","6","FFs31","Mpumalanga",0
"20671","7","FFs31","Mpumalanga",0
"20672","1","FFs32","Mpumalanga",0
"20673","2","FFs32","Mpumalanga",0
"20674","3","FFs32","Mpumalanga",0
"20675","4","FFs32","Mpumalanga",0
"20676","5","FFs32","Mpumalanga",0
"20677","6","FFs32","Mpumalanga",0
"20678","7","FFs32","Mpumalanga",0
"20679","1","FFs4","Mpumalanga",0
"20680","2","FFs4","Mpumalanga",0
"20681","3","FFs4","Mpumalanga",0
"20682","4","FFs4","Mpumalanga",0
"20683","5","FFs4","Mpumalanga",0
"20684","6","FFs4","Mpumalanga",0
"20685","7","FFs4","Mpumalanga",0
"20686","1","FFs5","Mpumalanga",0
"20687","2","FFs5","Mpumalanga",0
"20688","3","FFs5","Mpumalanga",0
"20689","4","FFs5","Mpumalanga",0
"20690","5","FFs5","Mpumalanga",0
"20691","6","FFs5","Mpumalanga",0
"20692","7","FFs5","Mpumalanga",0
"20693","1","FFs6","Mpumalanga",0
"20694","2","FFs6","Mpumalanga",0
"20695","3","FFs6","Mpumalanga",0
"20696","4","FFs6","Mpumalanga",0
"20697","5","FFs6","Mpumalanga",0
"20698","6","FFs6","Mpumalanga",0
"20699","7","FFs6","Mpumalanga",0
"20700","1","FFs7","Mpumalanga",0
"20701","2","FFs7","Mpumalanga",0
"20702","3","FFs7","Mpumalanga",0
"20703","4","FFs7","Mpumalanga",0
"20704","5","FFs7","Mpumalanga",0
"20705","6","FFs7","Mpumalanga",0
"20706","7","FFs7","Mpumalanga",0
"20707","1","FFs8","Mpumalanga",0
"20708","2","FFs8","Mpumalanga",0
"20709","3","FFs8","Mpumalanga",0
"20710","4","FFs8","Mpumalanga",0
"20711","5","FFs8","Mpumalanga",0
"20712","6","FFs8","Mpumalanga",0
"20713","7","FFs8","Mpumalanga",0
"20714","1","FFs9","Mpumalanga",0
"20715","2","FFs9","Mpumalanga",0
"20716","3","FFs9","Mpumalanga",0
"20717","4","FFs9","Mpumalanga",0
"20718","5","FFs9","Mpumalanga",0
"20719","6","FFs9","Mpumalanga",0
"20720","7","FFs9","Mpumalanga",0
"20721","1","FFt1","Mpumalanga",0
"20722","2","FFt1","Mpumalanga",0
"20723","3","FFt1","Mpumalanga",0
"20724","4","FFt1","Mpumalanga",0
"20725","5","FFt1","Mpumalanga",0
"20726","6","FFt1","Mpumalanga",0
"20727","7","FFt1","Mpumalanga",0
"20728","1","FFt2","Mpumalanga",0
"20729","2","FFt2","Mpumalanga",0
"20730","3","FFt2","Mpumalanga",0
"20731","4","FFt2","Mpumalanga",0
"20732","5","FFt2","Mpumalanga",0
"20733","6","FFt2","Mpumalanga",0
"20734","7","FFt2","Mpumalanga",0
"20735","1","FOa1","Mpumalanga",0
"20736","2","FOa1","Mpumalanga",0
"20737","3","FOa1","Mpumalanga",0
"20738","4","FOa1","Mpumalanga",0
"20739","5","FOa1","Mpumalanga",0
"20740","6","FOa1","Mpumalanga",0
"20741","7","FOa1","Mpumalanga",0
"20742","1","FOa2","Mpumalanga",0
"20743","2","FOa2","Mpumalanga",0
"20744","3","FOa2","Mpumalanga",0
"20745","4","FOa2","Mpumalanga",0
"20746","5","FOa2","Mpumalanga",0
"20747","6","FOa2","Mpumalanga",0
"20748","7","FOa2","Mpumalanga",0
"20749","1","FOa3","Mpumalanga",0
"20750","2","FOa3","Mpumalanga",0
"20751","3","FOa3","Mpumalanga",0
"20752","4","FOa3","Mpumalanga",0
"20753","5","FOa3","Mpumalanga",0
"20754","6","FOa3","Mpumalanga",0
"20755","7","FOa3","Mpumalanga",0
"20756","1","FOz1","Mpumalanga",0
"20757","2","FOz1","Mpumalanga",0
"20758","3","FOz1","Mpumalanga",0
"20759","4","FOz1","Mpumalanga",0
"20760","5","FOz1","Mpumalanga",0
"20761","6","FOz1","Mpumalanga",0
"20762","7","FOz1","Mpumalanga",0
"20763","1","FOz2","Mpumalanga",224545
"20764","2","FOz2","Mpumalanga",63692
"20765","3","FOz2","Mpumalanga",13
"20766","4","FOz2","Mpumalanga",51
"20767","5","FOz2","Mpumalanga",21
"20768","6","FOz2","Mpumalanga",1
"20769","7","FOz2","Mpumalanga",5830
"20770","1","FOz3","Mpumalanga",0
"20771","2","FOz3","Mpumalanga",0
"20772","3","FOz3","Mpumalanga",0
"20773","4","FOz3","Mpumalanga",0
"20774","5","FOz3","Mpumalanga",0
"20775","6","FOz3","Mpumalanga",0
"20776","7","FOz3","Mpumalanga",0
"20777","1","FOz4","Mpumalanga",344489
"20778","2","FOz4","Mpumalanga",188914
"20779","3","FOz4","Mpumalanga",6
"20780","4","FOz4","Mpumalanga",29
"20781","5","FOz4","Mpumalanga",1
"20782","6","FOz4","Mpumalanga",0
"20783","7","FOz4","Mpumalanga",12479
"20784","1","FOz5","Mpumalanga",137505
"20785","2","FOz5","Mpumalanga",29106
"20786","3","FOz5","Mpumalanga",42
"20787","4","FOz5","Mpumalanga",9
"20788","5","FOz5","Mpumalanga",779
"20789","6","FOz5","Mpumalanga",0
"20790","7","FOz5","Mpumalanga",1454
"20791","1","FOz6","Mpumalanga",0
"20792","2","FOz6","Mpumalanga",0
"20793","3","FOz6","Mpumalanga",0
"20794","4","FOz6","Mpumalanga",0
"20795","5","FOz6","Mpumalanga",0
"20796","6","FOz6","Mpumalanga",0
"20797","7","FOz6","Mpumalanga",0
"20798","1","FOz7","Mpumalanga",0
"20799","2","FOz7","Mpumalanga",0
"20800","3","FOz7","Mpumalanga",0
"20801","4","FOz7","Mpumalanga",0
"20802","5","FOz7","Mpumalanga",0
"20803","6","FOz7","Mpumalanga",0
"20804","7","FOz7","Mpumalanga",0
"20805","1","FOz8","Mpumalanga",0
"20806","2","FOz8","Mpumalanga",0
"20807","3","FOz8","Mpumalanga",0
"20808","4","FOz8","Mpumalanga",0
"20809","5","FOz8","Mpumalanga",0
"20810","6","FOz8","Mpumalanga",0
"20811","7","FOz8","Mpumalanga",0
"20812","1","FOz9","Mpumalanga",0
"20813","2","FOz9","Mpumalanga",0
"20814","3","FOz9","Mpumalanga",0
"20815","4","FOz9","Mpumalanga",0
"20816","5","FOz9","Mpumalanga",0
"20817","6","FOz9","Mpumalanga",0
"20818","7","FOz9","Mpumalanga",0
"20819","1","FRa1","Mpumalanga",0
"20820","2","FRa1","Mpumalanga",0
"20821","3","FRa1","Mpumalanga",0
"20822","4","FRa1","Mpumalanga",0
"20823","5","FRa1","Mpumalanga",0
"20824","6","FRa1","Mpumalanga",0
"20825","7","FRa1","Mpumalanga",0
"20826","1","FRa2","Mpumalanga",0
"20827","2","FRa2","Mpumalanga",0
"20828","3","FRa2","Mpumalanga",0
"20829","4","FRa2","Mpumalanga",0
"20830","5","FRa2","Mpumalanga",0
"20831","6","FRa2","Mpumalanga",0
"20832","7","FRa2","Mpumalanga",0
"20833","1","FRc1","Mpumalanga",0
"20834","2","FRc1","Mpumalanga",0
"20835","3","FRc1","Mpumalanga",0
"20836","4","FRc1","Mpumalanga",0
"20837","5","FRc1","Mpumalanga",0
"20838","6","FRc1","Mpumalanga",0
"20839","7","FRc1","Mpumalanga",0
"20840","1","FRc2","Mpumalanga",0
"20841","2","FRc2","Mpumalanga",0
"20842","3","FRc2","Mpumalanga",0
"20843","4","FRc2","Mpumalanga",0
"20844","5","FRc2","Mpumalanga",0
"20845","6","FRc2","Mpumalanga",0
"20846","7","FRc2","Mpumalanga",0
"20847","1","FRd1","Mpumalanga",0
"20848","2","FRd1","Mpumalanga",0
"20849","3","FRd1","Mpumalanga",0
"20850","4","FRd1","Mpumalanga",0
"20851","5","FRd1","Mpumalanga",0
"20852","6","FRd1","Mpumalanga",0
"20853","7","FRd1","Mpumalanga",0
"20854","1","FRd2","Mpumalanga",0
"20855","2","FRd2","Mpumalanga",0
"20856","3","FRd2","Mpumalanga",0
"20857","4","FRd2","Mpumalanga",0
"20858","5","FRd2","Mpumalanga",0
"20859","6","FRd2","Mpumalanga",0
"20860","7","FRd2","Mpumalanga",0
"20861","1","FRg1","Mpumalanga",0
"20862","2","FRg1","Mpumalanga",0
"20863","3","FRg1","Mpumalanga",0
"20864","4","FRg1","Mpumalanga",0
"20865","5","FRg1","Mpumalanga",0
"20866","6","FRg1","Mpumalanga",0
"20867","7","FRg1","Mpumalanga",0
"20868","1","FRg2","Mpumalanga",0
"20869","2","FRg2","Mpumalanga",0
"20870","3","FRg2","Mpumalanga",0
"20871","4","FRg2","Mpumalanga",0
"20872","5","FRg2","Mpumalanga",0
"20873","6","FRg2","Mpumalanga",0
"20874","7","FRg2","Mpumalanga",0
"20875","1","FRg3","Mpumalanga",0
"20876","2","FRg3","Mpumalanga",0
"20877","3","FRg3","Mpumalanga",0
"20878","4","FRg3","Mpumalanga",0
"20879","5","FRg3","Mpumalanga",0
"20880","6","FRg3","Mpumalanga",0
"20881","7","FRg3","Mpumalanga",0
"20882","1","FRl1","Mpumalanga",0
"20883","2","FRl1","Mpumalanga",0
"20884","3","FRl1","Mpumalanga",0
"20885","4","FRl1","Mpumalanga",0
"20886","5","FRl1","Mpumalanga",0
"20887","6","FRl1","Mpumalanga",0
"20888","7","FRl1","Mpumalanga",0
"20889","1","FRs1","Mpumalanga",0
"20890","2","FRs1","Mpumalanga",0
"20891","3","FRs1","Mpumalanga",0
"20892","4","FRs1","Mpumalanga",0
"20893","5","FRs1","Mpumalanga",0
"20894","6","FRs1","Mpumalanga",0
"20895","7","FRs1","Mpumalanga",0
"20896","1","FRs10","Mpumalanga",0
"20897","2","FRs10","Mpumalanga",0
"20898","3","FRs10","Mpumalanga",0
"20899","4","FRs10","Mpumalanga",0
"20900","5","FRs10","Mpumalanga",0
"20901","6","FRs10","Mpumalanga",0
"20902","7","FRs10","Mpumalanga",0
"20903","1","FRs11","Mpumalanga",0
"20904","2","FRs11","Mpumalanga",0
"20905","3","FRs11","Mpumalanga",0
"20906","4","FRs11","Mpumalanga",0
"20907","5","FRs11","Mpumalanga",0
"20908","6","FRs11","Mpumalanga",0
"20909","7","FRs11","Mpumalanga",0
"20910","1","FRs12","Mpumalanga",0
"20911","2","FRs12","Mpumalanga",0
"20912","3","FRs12","Mpumalanga",0
"20913","4","FRs12","Mpumalanga",0
"20914","5","FRs12","Mpumalanga",0
"20915","6","FRs12","Mpumalanga",0
"20916","7","FRs12","Mpumalanga",0
"20917","1","FRs13","Mpumalanga",0
"20918","2","FRs13","Mpumalanga",0
"20919","3","FRs13","Mpumalanga",0
"20920","4","FRs13","Mpumalanga",0
"20921","5","FRs13","Mpumalanga",0
"20922","6","FRs13","Mpumalanga",0
"20923","7","FRs13","Mpumalanga",0
"20924","1","FRs14","Mpumalanga",0
"20925","2","FRs14","Mpumalanga",0
"20926","3","FRs14","Mpumalanga",0
"20927","4","FRs14","Mpumalanga",0
"20928","5","FRs14","Mpumalanga",0
"20929","6","FRs14","Mpumalanga",0
"20930","7","FRs14","Mpumalanga",0
"20931","1","FRs15","Mpumalanga",0
"20932","2","FRs15","Mpumalanga",0
"20933","3","FRs15","Mpumalanga",0
"20934","4","FRs15","Mpumalanga",0
"20935","5","FRs15","Mpumalanga",0
"20936","6","FRs15","Mpumalanga",0
"20937","7","FRs15","Mpumalanga",0
"20938","1","FRs16","Mpumalanga",0
"20939","2","FRs16","Mpumalanga",0
"20940","3","FRs16","Mpumalanga",0
"20941","4","FRs16","Mpumalanga",0
"20942","5","FRs16","Mpumalanga",0
"20943","6","FRs16","Mpumalanga",0
"20944","7","FRs16","Mpumalanga",0
"20945","1","FRs17","Mpumalanga",0
"20946","2","FRs17","Mpumalanga",0
"20947","3","FRs17","Mpumalanga",0
"20948","4","FRs17","Mpumalanga",0
"20949","5","FRs17","Mpumalanga",0
"20950","6","FRs17","Mpumalanga",0
"20951","7","FRs17","Mpumalanga",0
"20952","1","FRs18","Mpumalanga",0
"20953","2","FRs18","Mpumalanga",0
"20954","3","FRs18","Mpumalanga",0
"20955","4","FRs18","Mpumalanga",0
"20956","5","FRs18","Mpumalanga",0
"20957","6","FRs18","Mpumalanga",0
"20958","7","FRs18","Mpumalanga",0
"20959","1","FRs19","Mpumalanga",0
"20960","2","FRs19","Mpumalanga",0
"20961","3","FRs19","Mpumalanga",0
"20962","4","FRs19","Mpumalanga",0
"20963","5","FRs19","Mpumalanga",0
"20964","6","FRs19","Mpumalanga",0
"20965","7","FRs19","Mpumalanga",0
"20966","1","FRs2","Mpumalanga",0
"20967","2","FRs2","Mpumalanga",0
"20968","3","FRs2","Mpumalanga",0
"20969","4","FRs2","Mpumalanga",0
"20970","5","FRs2","Mpumalanga",0
"20971","6","FRs2","Mpumalanga",0
"20972","7","FRs2","Mpumalanga",0
"20973","1","FRs20","Mpumalanga",0
"20974","2","FRs20","Mpumalanga",0
"20975","3","FRs20","Mpumalanga",0
"20976","4","FRs20","Mpumalanga",0
"20977","5","FRs20","Mpumalanga",0
"20978","6","FRs20","Mpumalanga",0
"20979","7","FRs20","Mpumalanga",0
"20980","1","FRs3","Mpumalanga",0
"20981","2","FRs3","Mpumalanga",0
"20982","3","FRs3","Mpumalanga",0
"20983","4","FRs3","Mpumalanga",0
"20984","5","FRs3","Mpumalanga",0
"20985","6","FRs3","Mpumalanga",0
"20986","7","FRs3","Mpumalanga",0
"20987","1","FRs4","Mpumalanga",0
"20988","2","FRs4","Mpumalanga",0
"20989","3","FRs4","Mpumalanga",0
"20990","4","FRs4","Mpumalanga",0
"20991","5","FRs4","Mpumalanga",0
"20992","6","FRs4","Mpumalanga",0
"20993","7","FRs4","Mpumalanga",0
"20994","1","FRs5","Mpumalanga",0
"20995","2","FRs5","Mpumalanga",0
"20996","3","FRs5","Mpumalanga",0
"20997","4","FRs5","Mpumalanga",0
"20998","5","FRs5","Mpumalanga",0
"20999","6","FRs5","Mpumalanga",0
"21000","7","FRs5","Mpumalanga",0
"21001","1","FRs6","Mpumalanga",0
"21002","2","FRs6","Mpumalanga",0
"21003","3","FRs6","Mpumalanga",0
"21004","4","FRs6","Mpumalanga",0
"21005","5","FRs6","Mpumalanga",0
"21006","6","FRs6","Mpumalanga",0
"21007","7","FRs6","Mpumalanga",0
"21008","1","FRs7","Mpumalanga",0
"21009","2","FRs7","Mpumalanga",0
"21010","3","FRs7","Mpumalanga",0
"21011","4","FRs7","Mpumalanga",0
"21012","5","FRs7","Mpumalanga",0
"21013","6","FRs7","Mpumalanga",0
"21014","7","FRs7","Mpumalanga",0
"21015","1","FRs8","Mpumalanga",0
"21016","2","FRs8","Mpumalanga",0
"21017","3","FRs8","Mpumalanga",0
"21018","4","FRs8","Mpumalanga",0
"21019","5","FRs8","Mpumalanga",0
"21020","6","FRs8","Mpumalanga",0
"21021","7","FRs8","Mpumalanga",0
"21022","1","FRs9","Mpumalanga",0
"21023","2","FRs9","Mpumalanga",0
"21024","3","FRs9","Mpumalanga",0
"21025","4","FRs9","Mpumalanga",0
"21026","5","FRs9","Mpumalanga",0
"21027","6","FRs9","Mpumalanga",0
"21028","7","FRs9","Mpumalanga",0
"21029","1","FS1","Mpumalanga",0
"21030","2","FS1","Mpumalanga",0
"21031","3","FS1","Mpumalanga",0
"21032","4","FS1","Mpumalanga",0
"21033","5","FS1","Mpumalanga",0
"21034","6","FS1","Mpumalanga",0
"21035","7","FS1","Mpumalanga",0
"21036","1","FS10","Mpumalanga",0
"21037","2","FS10","Mpumalanga",0
"21038","3","FS10","Mpumalanga",0
"21039","4","FS10","Mpumalanga",0
"21040","5","FS10","Mpumalanga",0
"21041","6","FS10","Mpumalanga",0
"21042","7","FS10","Mpumalanga",0
"21043","1","FS11","Mpumalanga",0
"21044","2","FS11","Mpumalanga",0
"21045","3","FS11","Mpumalanga",0
"21046","4","FS11","Mpumalanga",0
"21047","5","FS11","Mpumalanga",0
"21048","6","FS11","Mpumalanga",0
"21049","7","FS11","Mpumalanga",0
"21050","1","FS12","Mpumalanga",0
"21051","2","FS12","Mpumalanga",0
"21052","3","FS12","Mpumalanga",0
"21053","4","FS12","Mpumalanga",0
"21054","5","FS12","Mpumalanga",0
"21055","6","FS12","Mpumalanga",0
"21056","7","FS12","Mpumalanga",0
"21057","1","FS13","Mpumalanga",0
"21058","2","FS13","Mpumalanga",0
"21059","3","FS13","Mpumalanga",0
"21060","4","FS13","Mpumalanga",0
"21061","5","FS13","Mpumalanga",0
"21062","6","FS13","Mpumalanga",0
"21063","7","FS13","Mpumalanga",0
"21064","1","FS14","Mpumalanga",0
"21065","2","FS14","Mpumalanga",0
"21066","3","FS14","Mpumalanga",0
"21067","4","FS14","Mpumalanga",0
"21068","5","FS14","Mpumalanga",0
"21069","6","FS14","Mpumalanga",0
"21070","7","FS14","Mpumalanga",0
"21071","1","FS2","Mpumalanga",0
"21072","2","FS2","Mpumalanga",0
"21073","3","FS2","Mpumalanga",0
"21074","4","FS2","Mpumalanga",0
"21075","5","FS2","Mpumalanga",0
"21076","6","FS2","Mpumalanga",0
"21077","7","FS2","Mpumalanga",0
"21078","1","FS3","Mpumalanga",0
"21079","2","FS3","Mpumalanga",0
"21080","3","FS3","Mpumalanga",0
"21081","4","FS3","Mpumalanga",0
"21082","5","FS3","Mpumalanga",0
"21083","6","FS3","Mpumalanga",0
"21084","7","FS3","Mpumalanga",0
"21085","1","FS4","Mpumalanga",0
"21086","2","FS4","Mpumalanga",0
"21087","3","FS4","Mpumalanga",0
"21088","4","FS4","Mpumalanga",0
"21089","5","FS4","Mpumalanga",0
"21090","6","FS4","Mpumalanga",0
"21091","7","FS4","Mpumalanga",0
"21092","1","FS5","Mpumalanga",0
"21093","2","FS5","Mpumalanga",0
"21094","3","FS5","Mpumalanga",0
"21095","4","FS5","Mpumalanga",0
"21096","5","FS5","Mpumalanga",0
"21097","6","FS5","Mpumalanga",0
"21098","7","FS5","Mpumalanga",0
"21099","1","FS6","Mpumalanga",0
"21100","2","FS6","Mpumalanga",0
"21101","3","FS6","Mpumalanga",0
"21102","4","FS6","Mpumalanga",0
"21103","5","FS6","Mpumalanga",0
"21104","6","FS6","Mpumalanga",0
"21105","7","FS6","Mpumalanga",0
"21106","1","FS7","Mpumalanga",0
"21107","2","FS7","Mpumalanga",0
"21108","3","FS7","Mpumalanga",0
"21109","4","FS7","Mpumalanga",0
"21110","5","FS7","Mpumalanga",0
"21111","6","FS7","Mpumalanga",0
"21112","7","FS7","Mpumalanga",0
"21113","1","FS9","Mpumalanga",0
"21114","2","FS9","Mpumalanga",0
"21115","3","FS9","Mpumalanga",0
"21116","4","FS9","Mpumalanga",0
"21117","5","FS9","Mpumalanga",0
"21118","6","FS9","Mpumalanga",0
"21119","7","FS9","Mpumalanga",0
"21120","1","Gd1","Mpumalanga",0
"21121","2","Gd1","Mpumalanga",0
"21122","3","Gd1","Mpumalanga",0
"21123","4","Gd1","Mpumalanga",0
"21124","5","Gd1","Mpumalanga",0
"21125","6","Gd1","Mpumalanga",0
"21126","7","Gd1","Mpumalanga",0
"21127","1","Gd10","Mpumalanga",0
"21128","2","Gd10","Mpumalanga",0
"21129","3","Gd10","Mpumalanga",0
"21130","4","Gd10","Mpumalanga",0
"21131","5","Gd10","Mpumalanga",0
"21132","6","Gd10","Mpumalanga",0
"21133","7","Gd10","Mpumalanga",0
"21134","1","Gd2","Mpumalanga",0
"21135","2","Gd2","Mpumalanga",0
"21136","3","Gd2","Mpumalanga",0
"21137","4","Gd2","Mpumalanga",0
"21138","5","Gd2","Mpumalanga",0
"21139","6","Gd2","Mpumalanga",0
"21140","7","Gd2","Mpumalanga",0
"21141","1","Gd3","Mpumalanga",0
"21142","2","Gd3","Mpumalanga",0
"21143","3","Gd3","Mpumalanga",0
"21144","4","Gd3","Mpumalanga",0
"21145","5","Gd3","Mpumalanga",0
"21146","6","Gd3","Mpumalanga",0
"21147","7","Gd3","Mpumalanga",0
"21148","1","Gd4","Mpumalanga",0
"21149","2","Gd4","Mpumalanga",0
"21150","3","Gd4","Mpumalanga",0
"21151","4","Gd4","Mpumalanga",0
"21152","5","Gd4","Mpumalanga",0
"21153","6","Gd4","Mpumalanga",0
"21154","7","Gd4","Mpumalanga",0
"21155","1","Gd5","Mpumalanga",0
"21156","2","Gd5","Mpumalanga",0
"21157","3","Gd5","Mpumalanga",0
"21158","4","Gd5","Mpumalanga",0
"21159","5","Gd5","Mpumalanga",0
"21160","6","Gd5","Mpumalanga",0
"21161","7","Gd5","Mpumalanga",0
"21162","1","Gd6","Mpumalanga",0
"21163","2","Gd6","Mpumalanga",0
"21164","3","Gd6","Mpumalanga",0
"21165","4","Gd6","Mpumalanga",0
"21166","5","Gd6","Mpumalanga",0
"21167","6","Gd6","Mpumalanga",0
"21168","7","Gd6","Mpumalanga",0
"21169","1","Gd7","Mpumalanga",0
"21170","2","Gd7","Mpumalanga",0
"21171","3","Gd7","Mpumalanga",0
"21172","4","Gd7","Mpumalanga",0
"21173","5","Gd7","Mpumalanga",0
"21174","6","Gd7","Mpumalanga",0
"21175","7","Gd7","Mpumalanga",0
"21176","1","Gd8","Mpumalanga",0
"21177","2","Gd8","Mpumalanga",0
"21178","3","Gd8","Mpumalanga",0
"21179","4","Gd8","Mpumalanga",0
"21180","5","Gd8","Mpumalanga",0
"21181","6","Gd8","Mpumalanga",0
"21182","7","Gd8","Mpumalanga",0
"21183","1","Gh1","Mpumalanga",0
"21184","2","Gh1","Mpumalanga",0
"21185","3","Gh1","Mpumalanga",0
"21186","4","Gh1","Mpumalanga",0
"21187","5","Gh1","Mpumalanga",0
"21188","6","Gh1","Mpumalanga",0
"21189","7","Gh1","Mpumalanga",0
"21190","1","Gh10","Mpumalanga",0
"21191","2","Gh10","Mpumalanga",0
"21192","3","Gh10","Mpumalanga",0
"21193","4","Gh10","Mpumalanga",0
"21194","5","Gh10","Mpumalanga",0
"21195","6","Gh10","Mpumalanga",0
"21196","7","Gh10","Mpumalanga",0
"21197","1","Gh11","Mpumalanga",0
"21198","2","Gh11","Mpumalanga",0
"21199","3","Gh11","Mpumalanga",0
"21200","4","Gh11","Mpumalanga",0
"21201","5","Gh11","Mpumalanga",0
"21202","6","Gh11","Mpumalanga",0
"21203","7","Gh11","Mpumalanga",0
"21204","1","Gh12","Mpumalanga",0
"21205","2","Gh12","Mpumalanga",0
"21206","3","Gh12","Mpumalanga",0
"21207","4","Gh12","Mpumalanga",0
"21208","5","Gh12","Mpumalanga",0
"21209","6","Gh12","Mpumalanga",0
"21210","7","Gh12","Mpumalanga",0
"21211","1","Gh13","Mpumalanga",0
"21212","2","Gh13","Mpumalanga",0
"21213","3","Gh13","Mpumalanga",0
"21214","4","Gh13","Mpumalanga",0
"21215","5","Gh13","Mpumalanga",0
"21216","6","Gh13","Mpumalanga",0
"21217","7","Gh13","Mpumalanga",0
"21218","1","Gh14","Mpumalanga",0
"21219","2","Gh14","Mpumalanga",0
"21220","3","Gh14","Mpumalanga",0
"21221","4","Gh14","Mpumalanga",0
"21222","5","Gh14","Mpumalanga",0
"21223","6","Gh14","Mpumalanga",0
"21224","7","Gh14","Mpumalanga",0
"21225","1","Gh15","Mpumalanga",0
"21226","2","Gh15","Mpumalanga",0
"21227","3","Gh15","Mpumalanga",0
"21228","4","Gh15","Mpumalanga",0
"21229","5","Gh15","Mpumalanga",0
"21230","6","Gh15","Mpumalanga",0
"21231","7","Gh15","Mpumalanga",0
"21232","1","Gh2","Mpumalanga",0
"21233","2","Gh2","Mpumalanga",0
"21234","3","Gh2","Mpumalanga",0
